"filename", "language", "Clojure", "comment", "blank", "total"
"/home/jared/dev/projects/intracel/core/components/api/src/clj/intracel/api/interface/protocols.clj", "Clojure", 13, 0, 0, 13
"/home/jared/dev/projects/intracel/core/components/kv-store/deps.edn", "Clojure", 1, 0, 1, 2
"/home/jared/dev/projects/intracel/core/components/kv-store/src/clj/intracel/kv_store/lmdb.clj", "Clojure", 46, 0, 3, 49
"Total", "-", 60, 0, 4, 64
