"filename", "language", "Clojure", "comment", "blank", "total"
"/home/jared/dev/projects/intracel/core/components/api/src/clj/intracel/api/interface/protocols.clj", "Clojure", 35, 0, 5, 40
"/home/jared/dev/projects/intracel/core/components/kv-store/.calva/output-window/output.calva-repl", "Clojure", 3, 0, 1, 4
"/home/jared/dev/projects/intracel/core/components/kv-store/src/clj/intracel/kv_store/interface.clj", "Clojure", 4, 0, 0, 4
"/home/jared/dev/projects/intracel/core/components/kv-store/src/clj/intracel/kv_store/lmdb.clj", "Clojure", 89, 0, 5, 94
"/home/jared/dev/projects/intracel/core/components/kv-store/test/clj/intracel/kv_store/interface_test.clj", "Clojure", 19, 0, 1, 20
"Total", "-", 150, 0, 12, 162
